,City,Latitude,Longitude,Name,PostalCode,State
9737,Philadelphia,39.9975499,-75.073412,Old English Pizza,19137,PA
9738,Newton,42.358334,-71.18462,Hopsters Brew & Boards,2458,MA
9739,Pomona,34.097726,-117.75389,Old Stump Brewing Co.,91767,CA
9740,Oakland,37.850532,-122.252518,Mikkeller Tasting Room,94618,CA
9741,Imperial Beach,32.580524,-117.131386,Coronado Brewing Company,91932,CA
9742,Aurora,39.635204,-104.75914,Two22 Brew,80015,CO
9743,Los Angeles,34.121106,-118.203811,Highland Park Brewery,90042,CA
9744,Washington,38.896496,-77.02166,District Chophouse & Brewery,20004,DC
9745,Costa Mesa,33.641167,-117.91805,Goat Hill Tavern,92627,CA
9746,Miami Beach,25.78909,-80.1403,Abbey Brewing Company,33139,FL
9747,Costa Mesa,33.689518,-117.8958,Karl Strauss Brewing Company,92626,CA
9748,Littleton,39.549133,-105.033844,Grist Brewing Company,80129,CO
9749,Miami,25.732086,-80.314342,Lincoln's Beard Brewing Co.,33155,FL
9750,Camp Verde,34.56486,-111.85462,Verde Brewing Company,86322,AZ
9751,Seattle,47.66488,-122.36912,Lucky Envelope Brewing,98107,WA
9752,Austin,30.262115,-97.76121,Uncle Billy's Brew & Que,78704,TX
9753,Long Beach,33.7465,-118.1147833,Ballast Point Brewing & Spirits,90803,CA
9754,Solana Beach,32.9929069,-117.2722565,Pizza Port,92075,CA
9755,Seattle,47.609386,-122.334854,Rock Bottom,98101,WA
9756,Seattle,47.690902,-122.365779,Chuck's Hop Shop,98117,WA
9757,Coronado,32.697723,-117.17322,Coronado Brewing Company,92118,CA
9758,Berkeley,37.869081,-122.25435,Free House,94704,CA
9759,Boston,42.347187,-71.09903,Boston Beer Works,2215,MA
9760,Goodyear,33.45641,-112.39565,Saddle Mountain Brewing Company,85338,AZ
9761,Boston,42.36109,-71.05682,Paddy O's,2108,MA
9762,Miami,25.800026,-80.204392,Wynwood Brewing Company,33127,FL
9763,Tempe,33.422948,-111.941693,Pedal Haus Brewery,85281,AZ
9764,Dyke,38.2798,-78.58733,Stone Mountain Vineyards,22935,VA
9765,Hamptonville,36.09562,-80.8514,Shadow Springs Vineyard Inc,27020,NC
9766,Boardman,45.827164,-119.72057,Ordnance Brewing,97818,OR
9767,Caldwell,40.83464,-74.27979,The Bottle Stop,7006,NJ
9768,Markham,38.90396,-77.99653,Chateau Obrien At North Point,22643,VA
9769,West Des Moines,41.59393,-93.74942,Twisted Vine Brewery,50266,IA
9770,Denver,39.72232,-105.13297,Jose O'Sheas,80228,CO
9771,Somerville,42.39486,-71.08112,American Fresh Taproom,2145,MA
9772,Denver,39.77606,-105.04398,De Steeg Brewing,80212,CO
9773,Denver,39.81588,-104.964806,Balistreri Vineyards,80229,CO
9774,Denver,39.719337,-104.99998,Brewery Bar II,80223,CO
9775,Erie,42.09265,-80.17779,Millcreek Brewing Company,16505,PA
9776,Orlando,28.49397,-81.45925,Bloodhound Brew,32835,FL
9777,Honolulu,21.27822,-157.705785,Kona Brewing Company,96825,HI
9778,Los Angeles,34.04455,-118.2353179,Arts District Brewing Co.,90013,CA
9779,Atlanta,33.78822,-84.368904,Amsterdam Cafe Parkside,30306,GA
9780,Boulder,40.01789,-105.25775,BJ's Pizza Grill & Brewery,80302,CO
9781,Parker,39.518944,-104.760751,Falcon Brewing CO LLC,80138,CO
9782,Toms River,39.9884,-74.26357,Rinn Duin Brewing,8755,NJ
9783,Seattle,47.6102,-122.342,Wilridge Winery Tasting Room,98101,WA
9784,Virginia Beach,36.787,-76.059,Beach Brewing Co,23453,VA
9785,Tacoma,47.2389,-122.3801,Coca-Cola Bottling Co,98424,WA
9786,Everett,47.9983,-122.2138,Scuttlebutt Brewing Co,98201,WA
9787,Fincastle,37.4453,-79.8203,Fincastle Vineyard & Winery,24090,VA
9788,Issaquah,47.6685,-122.3862,Revelry Wine Tasting Series,98027,WA
9789,Walla Walla,46.0638,-118.3382,Forgeron Cellars,99362,WA
9790,Wenatchee,47.4258,-120.3119,Saddlerock Pub & Brewery,98801,WA
9791,Danville,36.5467,-79.4719,Lawrence Distributing Co,24541,VA
9792,Royal Oak,42.53563,-83.17613,Detroit Brew Solutions,48073,MI
9793,Ann Arbor,42.27999,-83.7482,Bitbrew,48104,MI
9794,Bridgewater,41.97452,-71.00596,Black Hat Brew Works,2324,MA
9795,Grand Rapids,42.99999,-85.69269,Greyline Brewing Storage,49504,MI
9796,Grand Rapids,42.95694,-85.63468,East West Brewery,49506,MI
9797,Raleigh,35.8042,-78.6465,Crafty Beer Shop,27608,NC
9798,Auburn Hills,42.6894,-83.246,Rochestser Mills Production,48326,MI
9799,Concord,35.3745,-80.7306,Carolina Ale House,28027,NC
9800,Englewood Cliffs,40.8696,-73.9573,Fuze Beverage Llc,7632,NJ
9801,New York,40.743,-73.9841,Pernod Richard USA,10016,NY
9802,Raleigh,35.8809,-78.646,Six Forks Pub,27615,NC
9803,Springfield,37.2365,-93.2521,Pepsi Beverages Co,65803,MO
9804,Rutherford,38.5132,-122.4366,Caymus Vineyards,94573,CA
9805,Pittsboro,35.721382,-79.1771,The City Tap,27312,NC
9806,San Diego,32.773195,-117.157021,BJ's  Resturant,92108,CA
9807,La Mesa,32.7649,-117.0194,Hoffer's Cigar Bar,91942,CA
9808,San Diego,32.96559423,-117.0897424,Oggi's Pizza & Brewing Company,92128,CA
9809,Boulder,40.0002838,-105.2608955,Brewing Market,80305,CO
9810,Kenwood,38.419334,-122.55167,Palooza Gastropub & Wine Bar,95452,CA
9811,San Francisco,37.7401129,-122.409035,Barebottle Brewing Company,94110,CA
9812,San Marcos,33.161634,-117.201263,Kuracali Sake & Beer Brewery,92069,CA
9813,San Jose,37.31567,-121.86687,Hermitage Brewing Co.,95112,CA
9814,Vista,33.2000368,-117.2425355,Back Street Brewery,92083,CA
9815,Gloucester,42.611357,-70.66519,Cape Ann Brewing Co,1930,MA
9816,Brooklyn,40.67447,-73.98171,Burgers and Beers,11215,NY
9817,San Francisco,37.7516236,-122.3900315,Harmonic Brewing,94107,CA
9818,Cambridge,42.367784,-71.097926,Lamplighter Brewing,2139,MA
9819,Orange,33.825521,-117.863862,Valiant Brewing Company,92865,CA
9820,Pasadena,34.141742,-118.148395,Stone Company Store - Pasadena,91105,CA
9821,Hyannis,41.678167,-70.3100746,Cape Cod Beer,2601,MA
9822,San Dimas,34.10608,-117.81773,Clayton Brewing Company,91773,CA
9823,South Lake Tahoe,38.92498,-119.98646,Cold Water Brewery & Grill,96150,CA
9824,Torrance,33.847081,-118.313555,Smog City Brewing Co.,90501,CA
9825,Denver,39.755077,-104.97712,Zivix Five Points,80205,CO
9826,Golden,39.73696,-105.160425,Jamba Juice,80401,CO
9827,Atlanta,33.777855,-84.3845,Gordon Biersch Brewery Restaurant,30308,GA
9828,Sebastopol,38.4007228,-122.8223353,The Powerhouse Brewing Company,95472,CA
9829,Somers,41.3294,-73.6838,Simple Brewer,10589,NY
9830,Charlotte,35.2436,-80.7998,Free Range Brewing LLC,28205,NC
9831,Wakefield,42.5227,-71.0451,E & J Gallo Winery,1880,MA
9832,Huntsville,34.714722,-86.610182,"Allied Supply Company, Inc.",35805,AL
9833,Akron,41.03836,-81.4333,Bocassio's Sports Pub,44312,OH
9834,Brewster,40.7166,-81.5971,L J Drive Thru,44613,OH
9835,Campbell,37.28667,-121.94639,Campbell Brewing Company,95008,CA
9836,Portage,42.187732,-85.562437,Daane's Wine & Liquor,49002,MI
9837,Denver,39.755076,-104.977123,Spangalang Brewery,80205,CO
9838,Kansas City,39.2488,-94.6603,Granite City Food & Brewery,64153,MO
9839,Fredericksburg,30.2768,-98.8755,Fredericksburg Winery,78624,TX
9840,Somerdale,39.83778438,-75.02501985,Warwick Restaurant & Tavern,8083,NJ
9841,New York,40.724332,-73.987931,d.b.a.,10003,NY
9842,Flowery Branch,34.185375,-83.92598,Toasted Tapped Llc,30542,GA
9843,Madison,43.01534,-89.47021,General Beverage Sales,53719,WI
9844,Cumming,34.18244,-84.21885,Cherry Street Brewing,30040,GA
9845,Fredericksburg,38.3033,-77.4583,Capital Ale House,22401,VA
9846,Meridian,43.60152,-116.41207,Boise Brews Cruise,83642,ID
9847,Portland,45.46887,-122.7096,Lucky Labrador Public House,97219,OR
9848,Lockport,43.17934,-78.7596,Freedom Run Winery,14094,NY
9849,Harrisburg,40.30529768,-76.80464247,Beer Express,17109,PA
9850,Saco,43.4938413,-70.4487562,The Run of the Mill Public House & Brewery,4072,ME
9851,Temecula,33.524998,-117.15948,Karl Strauss Brewing Company,92591,CA
9852,Salem,44.957176,-123.13146,Cubanisimo Vineyards,97304,OR
9853,Grants Pass,42.4382,-123.31669,Cody's Place,97526,OR
9854,Walla Walla,46.02197,-118.35945,Rulo Winery,99362,WA
9855,Temecula,33.5197,-117.1561,BJ's Restaurant and Brewhouse,92591,CA
9856,Healdsburg,38.672611,-122.933353,Amphora Winery,95448,CA
9857,San Diego,32.8028741,-117.2121683,Bitter Brothers Brewing Co.,92117,CA
9858,Rowland Heights,33.994354,-117.91919,Bj's Restaurant and Brewhouse,91748,CA
9859,Long Beach,33.8043192,-118.1985337,Long Beach Beer Lab,90806,CA
9860,Oceanside,33.1878355,-117.3749278,Living Tea Brewing Co & Marketplace,92054,CA
9861,Long Beach,33.835648,-118.18482,Weiland Brewery Restaurant 3,90807,CA
9862,Beacon,41.50340317,-73.96698144,Draught,12508,NY
9863,Saint Charles,38.77774,-90.48318,Little Hills Winery,63301,MO
9864,Mount Dora,28.79379169,-81.63641101,Mount Dora Brewing,32757,FL
9865,San Diego,32.832464,-117.231813,Karl Strauss Brewing & Tasting Room,92109,CA
9866,San Diego,32.748301,-117.126334,ChuckAlek Biergarten,92104,CA
9867,San Diego,32.885614,-117.156253,Duck Foot Brewing Tasting Room,92121,CA
9868,Toledo,41.643516,-83.538383,The Oliver House,43604,OH
9869,Verona,42.96975,-89.51287,Wisconsin Brewing Company,53593,WI
9870,San Francisco,37.7635,-122.4014,Anchor Brewing Company,94107,CA
9871,Philadelphia,40.022568,-75.21874,Manayunk Brewery and Restaurant,19127,PA
9872,Philadelphia,39.94772,-75.22275,Dock Street Brewery,19143,PA
9873,Paso Robles,35.68647,-120.65306,Lawrence Andrew Cellars,93446,CA
9874,New York,40.756176,-73.98477,Heartland Brewery Chophouse,10036,NY
9875,Nashville,36.15293237,-86.78523302,Hops & Crafts,37203,TN
9876,Chicago,41.889652,-87.62628,Blue Frog's Local 22,60611,IL
9877,Chicago,41.92362,-87.69814,Revolution Brewing,60647,IL
9878,Chicago,41.946777,-87.66362,The Butcher's Tap,60657,IL
9879,San Francisco,37.75666,-122.50222,Lawton Tap Room,94122,CA
9880,Solvang,34.63315,-120.12127,Lincourt Vineyards,93463,CA
9881,Lake Elsinore,33.68678,-117.33991,Craft Brewing Company,92530,CA
9882,Seal Beach,33.74569,-118.10535,Glory Days Beachside Grill,90740,CA
9883,San Luis Obispo,35.24166,-120.64099,SLO Brew Rock,93401,CA
9884,Greenville,34.842399,-82.358767,Budweiser of Greenville,29607,Gville
9885,Philadelphia,39.91822,-75.17175,Rosewood Bar,19145,PA
9886,Denver,39.735237,-105.053418,World's End Brewing,80214,Wheat Ridge
9887,Upper Marlboro,38.886375,-76.730965,Calvert Brewing Company,20774,Largo
9888,New York,40.723064,-73.99698,Brew P R E Q LLC,10012,NY
9889,Garden City,43.65655652,-116.301968,Powderhaus Brewing Company,83714,Hidden Springs
9890,San Diego,32.764215,-117.202011,Coronado Brewing Co,92110,CA
9891,Sarasota,27.2316855,-82.4963729,Total Wine & More,34238,FL
9892,Decatur,33.769642,-84.247736,Tisha's Place Bar & Grill,30032,Dunaire
9893,Hamilton,39.367771,-84.538934,G&j Pepsi-cola,45015,Village Of Indian Springs
9894,Fredericksburg,38.261232,-77.437005,Maltese Brewing Co,22408,Fredbg
9895,Redding,40.582957,-122.391853,Final Draft Brewing Co,96001,CA
9896,Lower Lake,38.865002,-122.624618,El Roble Grande Winery,95457,CA
9897,Allen,33.09286109,-96.67301877,Nine Band Brewing Co.,75002,TX
9898,Denver,39.7933,-104.8988,Stapleton Brewing Llc,80217,CO
9899,Akron,41.075415,-81.498825,Luckey Stop The,44304,OH
9900,Pottsville,40.699318,-76.174613,D G Yuengling & Son,17901,Buck Run
9901,Clear Lake,43.146905,-93.339906,Dr Pepper Snapple Group,50428,IA
9902,Milliken,40.330296,-104.85637,The Alibi,80543,CO
9903,Atco,41.372585,2.163165,Brew Pub le Sec,8004,NJ
9904,Burlington,44.506781,-73.244803,Simple Roots Brewing,5408,Burlngtn
9905,Chicago,41.900572,-87.624422,Wansas Tequila,60611,Ontario Street
9906,Houston,29.760568,-95.361988,511 Sport,77002,TX
9907,Huntington Beach,33.694916,-118.000275,Four Sons Brewing,92648,CA
9908,Seattle,47.551213,-122.330727,Maurer Sales,98108,WA
9909,Tannersville,41.05245895,-75.32900602,Barley Creek Brewing Company,18372,PA
9910,Everson,48.907855,-122.389163,Samson Estates Winery,98247,Van Buren
9911,Milwaukee,43.026446,-87.912524,Tony's Tavern,53204,WI
9912,Greeley,40.389586,-104.785545,Grapes and Hops Liquor Store,80634,CO
9913,Detroit,42.312025,-83.090841,Adela's Place,48209,MI
9914,Alexandria,45.861812,-95.38337689,Dj's Tap House and Grill,56308,MN
9915,Newark,39.661402,-75.655072,Chesapeake & De Brewing Co Llc,19711,DE
9916,Mehoopany,41.53775056,-75.9303988,Nimble Hill Brewing Company,18629,PA
9917,Holley,-6.110864991,106.7387399,Minus2,14470,NY
9918,Saint Louis,38.738304,-90.302206,Ferguson Brewing Co,63135,Calverton Park
9919,Valparaiso,41.466465,-87.061165,Figure 8 Brewing,46383,IN
9920,Kenova,38.39976,-82.576458,M & P Tavern,25530,WV
9921,Pleasant Hill,37.935009,-122.05953,Total Wine & More,94523,CA
9922,Crouse,40.4829,-3.66744,El Barrilon,28033,NC
9923,Alton,38.889213,-90.180267,Old Bakery Beer Co,62002,IL
9924,Bend,44.087655,-121.293194,Oblivion Brewing Co,97701,OR
9925,Buffalo,42.915098,-78.89468,Sacco's Last Call Lounge,14213,NY
9926,Norfolk,36.869828,-76.293301,Total Wine & More,23517,VA
9927,Cle Elum,47.186383,-120.896727,Mule & Elk Brewing Co,98922,Suncadia
9928,Bakersfield,35.38870257,-119.0417735,Temblor Brewery,93308,CA
9929,Redmond,44.274189,-121.173193,Wild Ride Brewery,97756,OR
9930,Saint Louis,38.582536,-90.405676,Kirkwood Restaurant Brewing Co,63122,Glendale
9931,Dallas,32.856063,-96.746373,M&m Pouring Co,75231,TX
9932,Norfolk,36.89051789,-76.23873825,Hershee Bar,23513,VA
9933,Saint James,38.010721,-91.603978,Meramec Vineyards,65559,Rosati
9934,Sterling,38.992438,-77.41621256,Beltway Brewing Company,20164,VA
9935,Frisco,39.576525,-106.093717,Backcountry Brewery,80443,CO
9936,Ukiah,39.13269,-123.200444,Record Street Brewing Co,95482,CA
9937,Willimantic,41.707417,-72.218829,Hosmer Mountain,6226,CT
9938,Birmingham,33.5173,-86.7872,Little Star Brewing Corp,35233,AL
9939,Muscle Shoals,34.726191,-87.660332,Shoal's Distributing Inc,35661,AL
9940,Cleveland,41.451001,-81.711201,Frenchie's Escape,44109,OH
9941,Lincolnshire,42.192941,-87.928579,Necta Sweet Inc,60069,Half Day
9942,Wilmington,34.22136151,-77.88660365,Wilmington Brewing Co,28403,Wilm
9943,Raleigh,35.825444,-78.706957,Smoothie King,27612,Duraleigh
9944,Waverly,42.70511,-92.476614,Carmi Flavors,50677,Horton
9945,Paso Robles,35.614987,-120.657831,Lochhead Manufacturing Co,93446,Heritage Rnch
9946,Belvedere Tiburon,37.883984,-122.458047,Strycker Vineyards,94920,Tiburon
9947,Tacoma,47.238949,-122.3801,Coca-cola Bottling Co,98424,WA
9948,Burlington,44.476554,-73.214154,Zero Gravity Craft Brewery,5401,Burl
9949,Pine,34.37601125,-111.4484453,That Brewery & Pub,85544,AZ
9950,Middlebury,44.034352,-73.173547,Green Mountain Beverage,5753,Weybridge
9951,Gresham,45.500504,-122.429975,4th Street Brewing (reported Closed),97030,OR
9952,Phoenix,33.640051,-112.119214,Black Canyon Brewing Supplies,85053,AZ
9953,Bridgewater Corners,43.616144,-72.686071,Long Trail Brewing Co Inc,5035,Brgwtr Cors
9954,Dallas,32.8664,-96.8864,Great Plains Brewery Inc,75220,TX
9955,Cape May,38.971083,-74.940304,Turdo Vineyards,8204,West Cape May
9956,Sedalia,38.707035,-93.2611,Pepsi-cola Co,65301,Georgetown
9957,Montrose,38.482764,-107.87151,Horsefly Brewing Company,81401,CO
9958,Carmel Valley,36.40179,-121.65831,Galante Vineyards,93924,Robles Del Rio
9959,Chicago,41.889439,-87.687578,Chaos Brew Club,60612,IL
9960,Glen Rock,39.814997,-76.687693,Naylor Wines Antiques Markets,17327,Larue
9961,Dexter,42.286488,-83.75007,High Five Pedal Tours,48130,Four Mile Lk
9962,Alpharetta,34.04887,-84.29068,Total Wine More,30022,GA
9963,Blue Earth,43.638214,-94.10279,"Oswald Brewing Company, Inc",56013,MN
9964,San Diego,32.755536,-117.132484,Barn Inc,92104,CA
9965,Philadelphia,39.9516,-75.24832,Cobbs Inn,19143,PA
9966,Portland,43.65573,-70.25271,Maine Beer Tours,4101,ME
9967,Sylvania,41.673987,-83.742111,The Barn,43560,OH
9968,San Diego,32.755108,-117.13119,The Homebrewer,92104,CA
9969,Raleigh,35.77578,-78.64432,Crank Arm Brewing,27601,NC
9970,Fuquay Varina,35.619102,-78.80771,Aviator Brewing Co,27526,NC
9971,Gaithersburg,39.142084,-77.193608,Growlers of Gaithersburg,20877,MD
9972,Mount Hood Parkdale,45.519608,-121.59528,Solera Brewery,97041,Mount Hood-parkdale
9973,Emporia,38.40537942,-96.18131161,Radius Brewing Company,66801,KS
9974,Schenectady,42.8165101,-73.94317775,Van Dyck,12305,NY
9975,Tallahassee,30.465788,-84.352455,Lake Tribe Brewing Company,32303,FL
9976,Pismo Beach,35.14149,-120.640594,Pismo Brewing Company,93449,CA
9977,Nashville,36.105923,-86.75587,The Black Abbey Brewing Company,37204,TN
9978,Scottsdale,33.58166418,-111.9233685,Fate Brewing Company,85260,AZ
9979,Morrow,39.355647,-84.183765,Valley Vineyard Winery,45152,OH
9980,Prescott,34.5419,-112.4715,Prescott Brewing Company,86301,AZ
9981,Charlotte,42.562157,-84.8359,Players Sport Lounge,48813,MI
9982,Little Rock,34.73020794,-92.21976399,Whole Hog Cafe,72202,AR
9983,Northport,45.129739,-85.617954,Northport Brewing,49670,Northport Point
9984,Saint Charles,38.774465,-90.483987,Trailhead Brewing Co.,63301,Kampville
9985,Farmington,44.63575,-70.093506,Tumbledown Brewing,4938,ME
9986,Brenham,30.164656,-96.3987,Brazos Valley Brewery,77833,Independence
9987,Culpeper,38.37293,-77.99258,Belmont Farm Distillery,22701,Catalpa
9988,Camas,45.585663,-122.40396,Mill City Brew Werks,98607,WA
9989,Lake Ozark,38.192173,-92.718834,Horseshoe Bend Brewing Company,65049,Vlg Of 4 Ssns
9990,Export,40.42133,-79.63544,Rivertowne Brewing,15632,PA
9991,Cincinnati,39.28911686,-84.46503218,Bj's Restaurant and Brewhouse,45246,Springdale
9992,Michigan City,41.714569,-86.89232,Zorn Brew Works Co Llc,46360,Michiana Shrs
9993,Little Rock,34.74721,-92.2836,Diamond Bear Brewing Co,72201,AR
9994,Ashland,46.587416,-90.89220922,Deepwater Grill,54806,Bad River Indian Reservation
9995,Glen Allen,37.647404,-77.60071,Keagan's Irish Pub & Restaurant,23060,Glenallen
9996,Telluride,37.93593,-107.81143,Smugglers Brew Pub,81435,Pandora
9997,Cincinnati,39.15027,-84.600008,Henke Winery,45211,Fairmont
9998,Philadelphia,39.963176,-75.144737,Yards Brewing Co.,19123,PA
9999,Punta Gorda,26.942034,-82.02922,Fat Point Brewing,33950,FL
10000,Sellersville,40.356213,-75.295456,411 Brewery,18960,PA
10001,Johns Island,32.741527,-80.041872,Low Tide Brewing,29455,Seabrook Island
10002,Victor,43.59263045,-111.1020058,Grand Teton Brewing Company,83455,Vernon
10003,Centreville,45.45957,9.20609,Hop,20122,VA
10004,Charlotte,40.49948,-3.888936,La Virgen Cerveza Pura,28232,NC
10005,Bozeman,45.707904,-111.066185,City Brew Coffee,59718,MT
10006,South Lyon,42.4545544,-83.6506389,Witch's Hat Brewing,48178,MI
10007,Brewer,44.807089,-68.74019,Pathway Wesleyan Church,4412,ME
10008,New Berlin,42.989818,-88.119526,Probrew,53151,WI
10009,Dallas,32.87634,-96.686043,New Era African-caribbean Store,75238,TX
10010,Shoreham,43.85684,-73.35371,Champlain Orchards,5770,VT
10011,Sheboygan,43.75947972,-87.7216719,3 Sheeps Brewing Company,53081,WI
10012,Akron,41.101011,-81.466478,Ozzy's Nottingham Pub,44310,OH
10013,Dallas,32.812578,-96.813018,Kroger Fresh Fare,75219,TX
10014,Phoenix,33.6241,-112.0031,Charley's Place,85032,AZ
10015,Corinth,37.37756,-6.00690466,Cervecería La Grande,41010,AL
10016,Sicklerville,39.76773,-75.03597,99 Bottles Nanobrewery,8081,NJ
10017,Cincinnati,39.227399,-84.438301,Valley Tavern,45215,OH
10018,San Diego,32.793249,-117.254648,Amplified Ale Works Kitchen +,92109,CA
10019,Chicago,41.913727,-87.65373,Goose Island Brewpub,60614,IL
10020,Bentonville,36.36717,-94.19824,Bentonville Brewing Company,72712,AR
10021,Plattsburgh,44.6847115,-73.4535674,Richard's Grocery,12901,South Plattsburgh
10022,Pensacola,30.408934,-87.214616,O'riley's Irish Pub,32502,FL
10023,Plymouth,42.38954663,-83.50712836,Cj's Brewing Co,48170,MI
10024,Abita Springs,30.478472,-90.038625,Rosie's Tavern,70420,LA
10025,San Diego,32.890585,-117.149712,Pmb Group Inc,92126,CA
10026,Patchogue,40.765797,-73.016884,Brickhouse Brewery & Restaurant,11772,East Patchogue
10027,Park Hills,37.832294,-90.56331,Deslogetown Brewery,63601,Flat River
10028,Goodlettsville,36.316755,-86.705457,Rebel Brewer,37072,TN
10029,Nantucket,41.26361,-70.13144,"Nantucket Vineyard, Cisco Brewers and Triple Eight Distillery",2584,MA
10030,Helper,39.624491,-110.841713,Groggs Pinnacle Brewing Co,84526,Martin
10031,Kalamazoo,42.294885,-85.572333,Arcadia Brewing Co,49007,MI
10032,New York,40.764348,-73.970655,S S Steiner Inc,10065,NY
10033,Charlotte,35.17752,-80.72624,Charlotte Brew Tours,28212,NC
10034,Charlotte,35.181919,-80.875905,Alternative Beverage,28209,NC
10035,Glenwood Springs,39.5477687,-107.3237228,The Brew Pub,81601,Glenwood
10036,Missoula,46.872498,-113.99536,Imagine Nation Brewing Co,59802,MT
10037,Leupp,18.00404399,-92.95530833,The Beerbox Bar,86035,AZ
10038,Detroit,42.377129,-83.030781,El Capri Bar,48211,MI
10039,Saint Louis,38.57458,-90.406531,A B S Coffee Repair,63122,Glendale
10040,New Orleans,29.953313,-90.067521,Harem The,70130,LA
10041,Everett,47.998301,-122.213805,Scuttlebutt Brewing Co,98201,WA
10042,Ocean Isle Beach,33.952261,-78.46427,Makai Brewing Co Llc,28469,Ocean Isle
10043,Amarillo,47.98918,7.859993,Brauerei Ganter,79117,TX
10044,Newark,40.732301,-74.1344,George & I Tavern,7105,NJ
10045,Knoxville,35.94301855,-83.97742059,Blackhorse Pub and Brewery,37919,TN
10046,Grapevine,32.938385,-97.06434,10 Gallon Tours,76051,TX
10047,Shingle Springs,38.648781,-120.951095,Naturex Inc,95682,Shingle Spgs
10048,Mansfield,41.807616,-77.07847,Yorkholo Brewing Company,16933,Canoe Camp
10049,Los Angeles,34.1512,-118.274817,Golden Road Brewery,90039,CA
10050,Snohomish,47.934467,-122.104996,Sound To Summit Brewing,98290,Larimers Corner
10051,Dayton,39.761772,-84.185455,The Dayton Beer Company (downtown),45402,OH
10052,Cincinnati,39.16663054,-84.41984907,Madtree Brewing,45213,Pleasant Ridge
10053,Lincoln City,44.997166,-124.001835,Lighthouse Brewpub,97367,OR
10054,Belpre,39.276417,-81.598684,Unicorn Wine Guild,45714,OH
10055,Sitka,57.05039,-135.30798,Baranof Island Brewing Company,99835,AK
10056,Ridgewood,40.693455,-73.90293,Bridge and Tunnel Brewery,11385,Fresh Pond
10057,Dyke,38.280885,-78.587924,Stone Mountain Vineyards,22935,St George
10058,Hot Springs National Park,34.514454,-93.05377,Superior Bathhouse Brewery Distillery,71901,Blue Springs
10059,Manhattan,39.1795514,-96.56138957,Tallgrass Tap House,66502,KS
10060,Saint Paul,45.03610982,-93.19834113,Barley John's Brewpub,55112,New Brighton
10061,Staten Island,40.567865,-74.112057,Bestwineinny.com,10306,NY
10062,Minneapolis,45.002716,-93.2424,Hoppy Trolley Craft Brewery Tours,55418,St Anthony
10063,Nashville,36.188816,-86.72889,Southern Grist Brewing Company,37206,TN
10064,Wichita,37.68458,-97.31817,Central Standard Brewing,67211,KS
10065,Saint Paul,44.931145,-93.12167,Minnesota Brewing Company,55102,MN
10066,Austin,30.267565,-97.73893,Austin Tour Company,78701,TX
10067,Twisp,48.36628722,-120.122832,Twisp River Pub,98856,WA
10068,Saint James,38.052851,-91.585533,Three Squirrels Winery,65559,Rosati
10069,Danville,40.96288512,-76.61706818,Old Forge Brewing Company,17821,Deiblers
10070,Cleveland,41.455452,-81.788935,Normandy Tavern The,44111,OH
10071,Nashville,36.17653,-86.75666,Smith Lentz Brewing Company,37206,TN
10072,Burdett,42.47092786,-76.86581548,Grist Iron Brewing Company,14818,NY
10073,Seattle,47.66058,-122.39029,Urban Family Brewing Co,98199,Magnolia
10074,Sugar Grove,41.764584,-88.415159,Chicago Beer Co,60554,IL
10075,Northridge,34.228555,-118.530714,Draft Beer & Home Brew Store,91325,CA
10076,Kutztown,40.501217,-75.79654,Saucony Creek Brewing Company,19530,Grimville
10077,Houston,29.789632,-95.159345,Kroger,77015,Greens Bayou
10078,Brockport,43.21646732,-77.93769836,Stoneyard Brewing Co,14420,NY
10079,Greenville,34.8381,-82.41162,Greenville Brew Tours,29601,SC
10080,Roanoke,37.275097,-79.950226,Soaring Ridge Craft Brewery,24016,VA
10081,Salem,44.962154,-123.029122,Pine Street Telephone,97301,OR
10082,La Conner,48.39186515,-122.4957863,La Conner Brewing Company,98257,WA
10083,Eleele,21.90148955,-159.5867172,Kauai Island Brewery & Restaurant,96705,HI
10084,Gurnee,42.37718,-87.95058,Only Child Brewing Company,60031,IL
10085,Red Lion,39.902406,-76.609225,Black Cap Brewing Co,17356,New Bridgeville
10086,Burlington,44.459492,-73.215096,Queen City Brewery,5401,Burl
10087,Morgantown,39.654582,-79.963499,Firkin and Fox,26505,Star City
10088,Ventura,34.277966,-119.29898,Topa Topa Brewing Co,93001,La Conchita
10089,Southport,33.927211,-78.070971,Check Six Brewing Co,28461,Blng Spg Lks
10090,Burlington,44.473512,-73.218899,A&s Brewing Collaborative Llc,5401,Burl
10091,Brockport,43.218973,-77.937638,585rochesterbeer,14420,NY
10092,New Brunswick,41.37507259,2.120119908,Freiburg,8903,NJ
10093,Tampa,28.025423,-82.460339,Honeysuckle Bar,33604,FL
10094,Salem,44.995476,-122.96329,Ale Ways Brewery Tours,97301,OR
10095,Chula Vista,32.616287,-117.058883,Plum Crazy Saloon,91911,CA
10096,Hickory,35.732555,-81.34053,Unifour Brew Tours,28601,Lenoir Rhyne
10097,Dallas,32.8122,-96.7907,Tye Dye Brewing Co,75204,TX
10098,South Burlington,44.421318,-73.212672,Shelburne Road Variety,5403,Queen City
10099,Richmond,39.83383624,-84.88969491,New Boswell,47374,East Haven
10100,Hillsboro,45.56282736,-122.9215972,"Mainbrew Beer, Kegs and Homebrew",97124,Orenco
